,date,newspaper_id,newspaper,article_id,avg_line_width,min_line_width,max_line_width,line_width_range,avg_line_offset,max_line_offset,min_line_offset,title,text,genre
115,1898-08-19,LWM,Lake Wakatip Mail,12,323.4285714,206,480,274,14.5,72,2,THE WAR.,"AN AM Kit I CAN BOY? K.MTH I don't know wluit the trouble U 'Cause I'm too lit tic yet, Hut jiapa says that. Spain is vrotis;. And papa knows, you bc-t: And if we got into a war, And papa goes to fight, Th» lions had better drop their sun.- And hurr; nut of sight! My napa lie .-ays C'ubv's full Of lit«lt- boys like me. What haven't, anything to fat-- WisYt. I eoiild set them l'ree'- He says the Spaniards turn the folks Out of their homes to die. And th»y ain't no use deny in' it. For pap:: wouldn't lie! When, v• •j- i set dewa to cat < I lore l'ny appetite To think how these poor children tin ""<• tie huasry day and nii;ht! The Spaniards shoot their papas down. Their mammas cry for bread. And the-, luckiest one:-, niv pa;\-i. -ay-. Are the prlppie that are dead. I don't knotv what they've d.me to Spain, Hut. I knew what I would do. It some hit;, had bov tried to ehok, tv'ine little lnv 1 knew ; I'd tell the bully to let up. And it' he didn't stop, i'd take a, eluh and you ran !>; I I That he'd hear something drop 1 hope nr. papa needn't ** To fb'h; the Spanish foes, For my dear mamma says that, war Is dreadful, and she knows: i'.ir i:' tin- trouble f-,i.n't bo Mopped. And papa :;oos to li^lit. Tic lions had better drop tlieit ii'i'i.-- And hurry out of si^rht: ""('lovelai d I^eadar.""",Poetry
116,1884-01-25,PATM,Patea Mail,26,515.905,86,566,480,11.715,195,0,MONSIEUR TRICTRAC.,"LITERATURE. (Continued.) Pierre Savon, the barber, and Juques Mcnuble the miller, came ip -to smoke their evening pipes with host Baptiste, as their custom was. To them was related the story of the new guest—how he came, riding as if for the Hie of him; how giddily he descended from his horse ; how he abused Baptiste, and ordered him right and left; what an extraordinary name he had ; how quickly he started into colour at the mention of it, * And now,’ said Baptiste, ‘I have but just left him, and the moment I was outside the door, he turned (he key with a violent hand, and locked himself in. ‘ Bon soir, monsieur,’ said I. ‘ Bon diable !’ quoth he, enraged e’en at civility. ""‘Trictrac I I warrant ho is of my calling—a brave miller !’ said Jacques Menuble, laughing at his own joke. ‘ Take care what yon are about, host Baptiste,’ chirped Pierre Savon, shaking his little head mysteriously ; ‘ this looks mighty suspicions ; if the police pay you a visit all along of this man, don’t say I haven’t warned you !’ 4 Bah !’ grumbled Baptiste scornfully, though obviously alarmed at the idea. ‘ It’s no joke to harbour a criminal— as I warrant this man is, from what you tell me,’ continued Barber Savon. ‘ Maybe he had a hand in the goings on at Lyons,’ conj ■ ctured Jaqnes Menuble. Thus the trio continued chatting, as they smoked their tobacco and sipped their wine. The night advanced. As it grew dark, the lamp was lighted. The dame and , the rest of the household retired to rest, M. Trictrac furnished an exciting topic for the three cronies husiedih specnlationsrespccting him, an! hey remained with Baptiste until long past the usual hour. When at length hey prepared to depart, they dis covered that it was raining heavily and so returned, and recommenced smoking and talking, resolving to wait till the storm was over. A vivid flash of lightning eclipsed for a moment the feeble rays of the lamp ; the thunder lap that followed scorned ns if it would shatter (he little hostel. A violent summer tempest ensued. The trio, weary and awe-stricken, ceased their Milk, and sat listening in silence to she hurly-burly of the elements. As the thunder continued to roll infrequent peals, quick and heavy footsteps were beard overhead. M. Trictrac could not s’ccp, it appeared. Baptiste wondered whether his fiery gnest were rating the vealher. At any rate, it was very un leasant enough to make . anyone fidgety and nervous—to hear, amidst thunder, lightning, wind and rain, the incessant sound of footsteps, as of a person pacing hither and thither, agitated and restless. ‘ HarkT exclaimed Picirc Savon all at once, starting forward with a face >lismally pale. ‘ What ?’ ‘Listen 1 Again and again.’ The others listened attentively, but heard nothing. ‘lt has censed now/ said Pierre; ‘ but no—there !’ The low and mournful sound of a distant horn, seeming to come from the forest behind the house, was now plainly distinguished by alh As they continued to listen, the sound, which was repealed at short intervals, became more and more distinct, as if whoever produced it were rapidly approaching. Apparently, M. Trictrac heard the sounds also, for he ceased his agitated promenade and opened his window. And what was the astonishment of the three listeners when, as if in response to a sustained note from the distance, they heard the sound of horn issuing, sharp and clear, from the chamber of the strange guest! Thoughts of conspiracy, revo’ution, rob bery, rapine and everything horrible look possession of the trio; and each involuntarily rose to his, feet ns the loud notes streamed from the window of M. Trictrac. The sound of approaching hoofs, as of several horses urged to the top of their speed, was presently distinguished, and shortly afterwards four horsemen stopped in front of the house. Almost beside himself with 5 astonish ment and alarm, Baptiste hastily ex tinguished the candle and went to the window. The storm had ceased—the! clouds.,; were tearing wildly away—it grew lighter every instant. One of the; horsemen, who kept himself somewhat in advance of the rest, doffed his cap, and bowed towards M. Trictrac’s win dow, at which, no doubt, that individual had stationed himself. ‘ You arc come I it is well; and yon see I am here also/ said M. Trictrac. ‘ Ten thousand thanks! Oh, how shall I repay thee V exclaimed thehorse man in a tone of passionate gratitude. ‘ Did I not swear that nought should make'mo break my word ? and, behold, here I am, in spite of thunder, light ning, wind and rain.’ 1 Oh thy devotion.’ ‘ Ay, it is real ! and strengthened by the night ten thousandfold ; come what may, they ne’er shall make me leave thee; none but thyself shall drive me from thee-—and thou wilt not, I know. Oh light of love! this merry scheme shall seal our fates in joy ! What say you—ia’t to-morrow V ‘ls’t to-morrow ?’ ‘To-morrow!’ ‘ To-morrow ?’ ‘ Why, yes; thou know’st it is to morrow ; by thine own settling ’tis to morrow; by right it is to-morrow; Providence hath helped ns on, and by uck it shall be to-morrow.’; The speaker spurred his steed and moved close to the house, as near to M. Trictrac’s window as possible, and the two continued to talk in a lower tone, so that Baptiste could hear no more. Presently the horsemen rodp away as rapidly as they had come, and M. Tric trac closed his window. All this was fearfully mysterious to the cronies, but the night was too far advanced to talk over it at present, so they bade Baptiste adieu, and crept homewards ; and Jacques Mennblo waked his wife to tell the story of M, Trictrac, and spoiled the night’s rest of the good dame. Notwithstanding his long vigil, Baptiste was awake and stirring be times the next morning, nnxionsiy wait ing to hear M. Trictrac’s bell ring, feeling eager to see that gentleman after the occurrences of the preceding night. But the hours crept slowly on —seven, eight, nine, and no bell was rung. Baptiste grew fidgety. Ton, cloven, still no summons. Baptiste was in the highest slate of nervous excite ment. M. Trictrac, however, was certainly awake, for he could hear him moving about now and then Had ho not been so fat the anxious landlord would have crept up and peeped through the keyhole ; but as it was, his weight always set the stairs creaking at stub a rale that an attempt at eaves-dropping was sure of discovery. In the midst of his perplexity a noise was heard in the road, Baptiste hurried to the door. Two handsome carriages, in which were several ladies and gentle men, and each drawn by four fine mettlesome s'eeds, drew up before the house. Host Baptiste hardly knew whether he stood upon his head or his feet, he was so flurried and proud. A gentleman, whom Baptiste recognised as the young Cornto de Beanjois, alighted from the first carriage. Baptiste made his very best bow. ‘ You have a guest here, I believe— a pc. son who arrived here yesterday evening ?’ Baptiste bowed again. It was so. (7’o be Continued.)",Fiction
117,1884-04-05,WT,Waikato Times,47,413.0526316,64,566,502,31.73684211,115,1,The Wedding Veil.,"Tbavbllerb in Japan describe the Japanese m&iden's wedding veil fts a long, flowing piece of gauze white and soft in textare. It is used bat twice— first for a bridal veil and again whon It serves as a winding sheet. Weave ye the veil, 0 maidens : sing and weave 1 Let yonr swift shuttles fly ! Nor may one nimble finger dare to leave A flaw within the ply ; Like her pure life, the web must not receive Or faintest strain or dye. Weave ye the veil, 0 maidens ! weave and sing! Let strain b of joy arise I In chorns chant the hymeneal ring, Let all the glad surprise— The shy, sweet joy to see so fair a thing — Well up within her eyes.",Poetry
118,1878-01-31,AS,Auckland Star,10,534.4,248,544,296,2.088888889,27,0,WITHOUT INCUMBRANCE.,"(To the Editor of the Evening Star.) SIR, —Whilst giving kindly credit to the head and heart of your correspondent, "" Heart and Hand,"" in Monday's Star, I, as the largest advertiser in Auckland for ""married couples without incumbrance,' perhaps may be allowed a small space to shew the utter fallacy of his reasoning. It looks very pretty on paper. One, two, or more happy-faced children playing about the employer's property. Now, putting on one side that the one, two, or more happy-faced children eat and drink, and that most lustily, which the employer would have to be at the expense of, causing a less broad smile on his face than ""the play."" In this young colony the farming element is comparatively nevr. In England it is different, farms there have descended from father to son in many in stances for ages ; the grandsires initiated a sort of shelter for their labourers, their sons in due time improved that shelter, and so on down to the present time, when on numerous estates dottingsof smilinglabourers' cottages can be seen. All this, however, took time to accomplish. I think I am quite within the mark when I say that 19 out of every 20 farmers in Auckland have neither cot tages for married couples, nor capital to build them—all their available cash being expended or in course of being expended in calling the farm itself into ex istence ; and therefore the married farm helps for the most part reside under the same roof as their employers. Now, it does not require much reasoning on my part to shew that a lot of children (not your own) knocking about one's rooms would be pro vocative of feeling the very opposite of hilarious ; and I am half inclined to think that if such an affliction fell to the lot of "" Heart and Hand"" he would be apt to vote it a bore.—Yours respectfully, T. B. Hannaford.",LetterToEditor
119,1888-09-07,MEX,Marlborough Express,5,397.5,196,482,286,31.5,39,12,DEATH.,"Ci/EARY. — On the 7th inst., at the residence of Mr J. Cleary, Renwick Old Road, Mary Cleary (cousin to the late Michael Cleary), aged ,75.",FamilyNotice
120,1897-10-23,ESD,Evening Star,41,313.6785714,43,467,424,27.91071429,60,0,SWEET KITTY NEIL.,"Ah, sweet Kitty Neil, rise up from that wheel 1 Your neat little foot will be weary from 'spinning. Come trip down with me to the sycamore tree, Half the parish is there, and the dance is beginning. The sun has gone down, but the full harvest _ moon '' , Shines sweetly and cool on the dew-whitened valley, - ■ ; While all the air rings with the soft, loving ;things Each little bird sings in the green shaded valley.” . With a blush and a-smile, Kitty rose up the while,' -v- ' i/' r Her eyes in the glass, as she bound her hiiir, glancing. ’Tis hard to refuse when a young lover sues, So,, she couldn’t but choose tougoslf to the dancing. But now on the gieen the glad groups are seen, Each gay hearted lad with the lass of his choosing. And Pat, without fail, leads out sweet Kitty Neil. ' Somehow, when he asked, she ne’er thought of refusing. Now Felix Magee puls his pipes to his knee, And with flourish so free sets each couple in . _ motion. ' With a cheer and a bound the lads patter the ground . The maids move around just like swans on the' ocean, ■ ■ Cheeks bright as the rose, feet light as the doe's, ■ Now coyly retiring, now' boldly advancing. Search the world all around, from the sky to the ground, No such sight can he found as an Irish lass dancing.’ Sweet Kate, who could view your bright eyes of deep blue, ■ Beaming humidly through their dark lashes so mildly. Your fair turned arm, heaving bosom, rounded form, Nor feel his heart warm and his pulses throb , wildly? Young Pat feels his heart, as he gazes, depart, Subdued by the smart of such painful yet sweet love. The sight leaves his eye as he cries, with a sigh, “Dance light, for my heart it lies under youe feet, love 1"" —‘Strand Magazine.’",Poetry
121,1871-12-23,TH,Taranaki Herald,24,520.5714286,102,573,471,12.11904762,65,1,PROSPECTING FOR GOLD.,"To the Editor of the Taranaki Herald. Sir,— -I was exceedingly glad to see Mr. Me Lean's letter in last Saturday's issue. The subject is one that requires bringing forward, and I think the writer deserves the thanks of the Province, not only for his efforts in prospecting, but for speaking so plainly and to the purpose. It appears that it only rests with the Govern ment of the Colony to see those natives about it, who are standing aloof from us, and deal with them on reasonable teriut ; and then, no doubt, we shall be permitted to traverse their country in search of gold or other minerals. Who can blame the natives for keeping white people otf their land, when they don't know but what they are spies sent to entrap them for their misdeeds. Would not pakehas do tha same if they were 60 circumstanced ? True, many of the natives have forfeited their safety by their late rebellion, but as further war is not the wish of our rulers or of tho settlers, the authorities should lose no time in seeing the head men of those tribes, and make arrangements wheroby they may settle down in peace and quietness. If I mistake not, a promise was given tbe session before last, that one of the Ministry should come here and endeavour to treat with the natives and smooth over any difficulties that existed. This was not done. It is to be wished that the promise made last session to the same purport will not be like the former. Should it be so, I think the people of this settlement ought to speak out, and not be hood winked any longer. My fellow-settlers will agree with me that it is high time this native grievance was buried, and such inducements held out to settle down peaceably that the natives will have confidence in us and ' throw open their laud for prospecting The weather is fine and summer passing, and if something is not done soon, we may close up shop and be off to fresli fields and pastures new. — I am, Progress.",LetterToEditor
122,1875-05-18,WEST,Westport Times,23,305.5925926,36,468,432,42.22222222,80,15,PAY THE PRINTER,"The wintry wind arouud my cottage roared ; The sleety rain against the windows poured, Within, the fire shed round a genial heat, And cosily I warmed my slippered feet. My easy chair, my soft opossum rug; My singing kettle, and my whiskey J>S ; My timber pipe, filled with the frag rant weed, Made me to feel that I was snug indeed. T took my paper up, and as I read Its useful columns, to myself I said — ""flow jolly glad I am I'm not a printer, To work on nights like these all through the winter And, by-the-bye, I'm quite ashamed to say My paper is not paid for. I will pay In future.ia advance ; nor be a miser To him who works by night to make me wiser.",Poetry
123,1880-11-13,TO,Observer,15,381.3870968,48,633,585,15.67741935,68,4,THE DOJM OF THE DOMAIN.,"Grow, grow, grow! As fast as them canst, 0 tree, But the tender leaves of the boughs that are lopped Will never come back to thee. Sigh, sigh, sigh, With the wind in the tops, yovmg oaks, For the vanished glow of the blooms that are lost By the axe of the dunderhead blokes. Wail, wail, wail, Deciduous ! Perennial boughs, No more shall your whispering leaflets Echo fond lovers' vows. Oh well for the cauonised crew, If they had been born afar, Oh well for the stately few That there was a J. B. K. And the blithesome years roll on, And summer and winter go, But the skeleton oaks must stand In their panoply of woe. It is not our feet will stray In their new umbrageous bowers ; Our children perchance may play 'Mid the tangled copses of flowers. So grow, grow, grow, A s fast as though canst oak tree ! But the shimmering shades of the leaves that are lopped Will never come back to me.",Poetry
124,1898-10-21,PGAMA,Pelorus Guardian and Miners' Advocate.,24,477.6382979,58,518,460,4.106382979,28,0,The Wild Irishman.,"She is a woman who, despite many years of service in the public schools, finds romance and pathos in everyday situations and grace in disagreeable commonplaces. Her eloquent eyes wan dered so persistently to a botiqnet of syringa and red clover as to suggest there was a bit of human nature back of it. “ Tell me the story that goes with tbe flowers,” said her friend. She laughed softly, and her eyes be came moistly luminous. “ Oh, that came from my wild Irishman, and means a groat deal to me. “ He came to school a few months ago, a stranger to everybody. He was poorly dressed, and really appallingly ugly. His half-grown body was angular and ‘ ramshackle,’ his homely features were covered with butter-colour freckles ; he had horse teeth, upright, red hair, and small, white-slitted, pale-blue eyes. Not a single grace or beauty could be dis covered in the awkward, boy. “ However, at the end of a month, I learned, through several senses, that a new leader had come among us— Michael. By the law of compensation, he had been given enough voice and animal spirits for six average boys, and lie was spending them with lavish pro digality among his confreres. He ar rived on the playground as though shot out of a catapult, with electric • yells that might well come from a whole tribe of hostile Indians. He proposed the games, and led them, and was in the van or thick of everything according to its nature. As gaoler in prisoners’ base, he was truly terrible ; and as the head motor of crack-the-whip, nothing had ever been seen that approached him. The boys called him the ‘ Wild Irish man.’ “Michael’s career in the class-room was not so meteoric ; but he was too much of a wag to appear a dunce, and he scratched along after a fashion. One day his exuberance had led him into some offence which made me detain him after the afternoon session. When I can. in from the hall after dismissing the class, I found him in a somewhat rebellious frame of mind in the melan choly schoolroom-empty schoolrooms, you know, are heart-breakingly melan choly even to a tired teacher. I said : “ ‘ Michael, I am sorry yon do not do as well as you know how. Why can’t you he as much of a man as George Jones ?’ “ I said George Jones, because he was Michael’s nearest neighbour and a good boy, not thinking that George repre sented a home of culture and wealth. “ The question caused a more terrible commotion in Michael’s heart than I had intended. He threw his arms tragi cally on the desk, and dropped his head on them in abandon. After a torrent of teal's, he raised his not more beautiful face, aud said vehemently : “ ‘ Miss Gray, you know I can’t be a gentleman. I couldn’t be a lawyer ; I couldn’t be a doctor, and I am too homely to go into a store ; no one would have me even in a grocery store. My home is no good—my father drinks—it ■is no use trying—l can’t be- anything else—l have got to be the ‘ Wild Irish man,’ and the head fell again in an an guish of tears. “ This occurred two months ago. Soon after Michael succeeded in removing two of his monumental teeth, and dis locating his wrist at some athletic sports —happily outside the school limits—and has not been able to come to school since his loss. “ This bouquet, which talks of the gar den aud the fields, was brought to me this morning by a sister of the con valescent.”",Fiction
125,1886-10-19,ESD,Evening Star,5,386.5,317,456,139,9.5,19,0,Birth.,"Hill.—On Octobor 19, the wlfo ot Mr James Hill, Selwyn, North-east Valley, of a son.",FamilyNotice
126,1869-06-03,WEST,Westport Times,12,456.7755102,141,473,332,11.26530612,308,0,NICHOLLS V. M'GOWAN.,"(To tie Editor of the TVestport Times.) Sir, —All losers in a mining case naturally feel some little annoyance, and I should indeed be surprised if the losers in the above case did not do so, particularly as there is no rule bearing on the case. If they could not gain by law, at least they ought by equity. As an old experienced miner 1 was never aware, before to-day, that men could hold two claims when one of them was paying fair wages, as they themselves acknowledged in Court. If this is to be carried out, a party holding a number of miners' rights can monopolise not only the whole of a lead but the whole of a country, according to the number he holds, and by this a company could hold out and deprive the hard-work ing miner of his chance. This, indeed, is going contrary to what the General Government lately offered a prize for, viz.: "" the permanent settlement of the goldfields,"" for,shouldtheabove system be carried out, I am thoroughly con vincedthat the better part of the miners will leave the coast, or, if not, they must now, in self-defence, call meet ings among themselves and insist upon a mining conference for the revision of the rules. It is impossible that men earning their bread by the sweat of their brow can afford, for every little difference in mining, to have the answer given thera "" Tou must bring it before the Court."" I assure you, Sir, that this is the curse of this coast. The whole of the money the miners earn, after paying for "" tucker,"" goes in law. I once heard an eminent lawyer in Victoria say— "" When once you admit lawyers into the Warden's Court there will be nothing but litigation."" Fancy £2O for appearing in this Court before the Warden; yet such is the case.—l am, Sir, yours &c., Fate Plat.",LetterToEditor
127,1883-06-06,LT,Lyttelton Times,12,356.5,205,508,303,10.5,21,0,BIRTH.,"Wm.-Jnne «, at I*l, St Aeaph street, Mis Cbaa. Wat», of a daughter,",FamilyNotice
128,1887-01-28,OW,Otago Witness,130,532.1716867,57,586,529,6.219879518,119,0,CHALK.,"Author of "" Fickle Jack,"" "" Grandmother's Story,"" &c. [All Rights Resebyed.J Chapteb XXXI. Brother and Sister. When it was all over — when the grave was filled in Winifred awakened from her dream- Anxious eyes had watched her all day, but she had done all there was to do, even to the standing beside the grave which had been made close to the little hillock on which the grass was green. Comforters would have comforted her but she spoke no word,- only "" Leave me alone,"" and with a quiet step she went to her own room. Not the_room she had shared with Mary, but the room she had occupied before her guardian left them. Closing the door and locking it she sat down beside the bed on a low chair and buried her face in the pillows. Not one word — not a cry escaped her. She sat 'immovable as the hours went by. When the evening had come she stood up in the dark room, and, lifting her hand to her head, muttered some thing to the effect that Mary would be ex pecting her, then, without thought of cover ing, went out into the night. She walked feebly and slowly, but with a certain pur pose. Her eyes were fixed in one direction, nor did she turn or waver until she stood beside that newly-made grave; then she sat down beside it, and laid her head upon it as gently as if it were Mary's breast. By and bye from her lips came a low murmur. "" Mary I Mary ! Mary ! can I stay home and you not in it? Didn't I follow you when my feet were bare and the stones were cold and rough, Mary ? Since that first day when your father took me home has there been one day I have not seen you ? Even to-day, even to-day. To-morrow I shall not see you."" She turned and nestled into the earth, then, with a sudden change from the low tones to tones of agony, she went on "" To-morrow I shall not see you, nor the next day, nor the next, nor any day again for ever ! "" She buried her face between her hands and swayed backwards and _ forwards. "" How can I go through the days and weeks without you? What aim? What hope? What ambition have I for which to live ? It was something to be able to suffer for you, now I have only myself."" "" Sister,"" said a voice close by her side, "" let me bo your brother."" It was Charlie. He tried to raise her, but failing in this sat down beside her on the long grass, and laid his hand upon her shoulder. His face was hidden by the dark ness, but his voice though low was earnest with deep feeling. "" Do I not know how desolate your heart is 1 I know it by my own. But your grief is not like my grief. Mine is steeped in bitterness — the gall of self-reproach and regret. You were her saviour, I her slayer. You were her tower of strength, I dragged her to the earth. She and Almighty God may pardon me, myself I never shall forgivs. Ido not see my way one step before me. I know your darkness by my own ; yet for you a recompense must come, other love will comfort you — for me "" he turned his face and buried it on the grave. ""Oh Mary ! wife I mother of my boy, I shall always be alone."" He started to his feet and stood before Winifred, "" Winifred,"" said he, "" you have no pang I do not know intensified, your love has been a different love to mme — holier, loftier, more gentle, more self -sacrificing, — a blessing, a comforfc, a very angel ; mine has been cruel, a torture, a blight, a devil, but it is a man's one love for a woman. To you flowers of joy will blossom ; my life is in the cold earth with her. I feel it. I know it. I killed her, but I loved her. I am a man of strong passions. She was the only wo man in the world to me. No other woman shall ever take her place, or seem to take her place. I have crushed my life's one flower— l shall be very desolate, but I shall be true."" He paced backwards and forwards for a moment or so, then stopped again before the bowed figure on the grass. 11 1 know that I deserve it— there lies the sting. Think child. I came home re pentant. I meant to atone, perhaps, though I should not have had strength to do all I intended to do. Who knows? I had a demon in me inherited from our father. It might have caused her more pain, although, after what has passed, I hope I should have been wise. I came home to atone,, Winifred. I pictured home and wife and children — through all the future I shall be alone. Think of it child. Come, let me raise you. Come home, dear, the night air is chilly and you are uncovered. You will be ill next ; yet before you go if you could place your hand in mine and call me brother. Oh, Winifred, we have loved one and, the same — we are one in the same grief and desolation. Forgive me my share in this misery. lam very wretched. Will you not ©stead, ,ta m,e the charity that has characterised your every action 1 Dear Winifred, I need your help."" At these words the girl lifted her head. "" I need you "" was a bright call to her. To do was an instinct with her. She must accomplish or she would die. It was not in her nature to drift, there was too much pur pose in her to simply ie. Taking her hands Charlie assisted her to her feet. He held them closely in his and said again, "" I need your help."" "" I am your sister,"" she responded In low tones. He did not reply for a time beyond a fer vent "" Thank you,"" then, raising his hat, he said, turning to the graye — "" Mary, we are reconciled, here by your side, my love, and here too I vow that no future shall part you and me, my wife, ' Till death do us part ' we promised, but there is no death to love like mine. I came to make atonement. I mill make it. I seemed un faithful. I will not seem so again. My desertion disgraced you, but my faithfulness to my dead wife shall honour you. Even your clinging love shall be satisfied. Al mighty, give it to me to be as pitiful and lowly as she was — as merciful and tender to others as she was to me. O ! may I notbe all unworthy thy greatest gift— a human love divine in its compassion and steadfastness. I wa3 so loved. I will be worthy. Teach me — show me — I am a child again."" Close to him crept Winifred. His words kindled her heart— his cruelty and weakness and vanity she had despised. This humility and strength born of his sorrow she honoured, and with both hands clasping his she said "" My brother ! "" When he had asked for her help she had given herself to him "" I am your sister,"" when he showed strength of heart she took him into her own — "" My brother ! "" At the tones of her voice he bent forward and kissed her. ""Come home now, dear, and if you can bear it I will tell you of our parents."" She walked passively the short distance they had to go. Inside the house she led the way to her guardian's study. A fire was burninar in the grate and the reading lamp lit. Since Charlie's return this room had been used much against Winifred's will, for she held everything belonging to her guard ian as sacred. Charlie led her to an arm chair — Frank's armchair — and she leaned her head back on the cushions wearily. She was very pale and worn. There was a hope less, dejected air about her attitude that ap pealed for her. It was so unlike her to be utterly cast down. •' When he comes home,"" she said, as though thinking aloud, ""he will find things so changed — no wife, no child !"" Charlie had ordered some tea for her, which Mrs Grant now brought in with several dainty slices of toast, and pressed her to eat a little. Setting down her teacup, she asked of Charles suddenly : ""Did you ever see or hear anything of my guardian in London ?"" "" Nothing. Never a sign. Not that that goes for anything. My studies ocoupied me so entirely the first 12 months of my stay there. Afterwards I was equally absorbed in my hospital duties. I obtained an appoint ment as assistant surgeon atSt.Bartholomew's Hospital, and when my work was ended I had no heart or desire to go anywhere, ex cept for a solitary ramble, My mind was here with you all, I little knew the distress that had come upon you. I pictured the home always as I had known it — death and poverty, mystery and disgrace never entered the picture. Sometimes I fancied Mary might forget me. I always knew that I had been cruel to her. This thought haunted me persistently. Sometimes I decided to return home; then some evil thought prevented me. How long this sort of thing would have gone on I cannot say, had not something happened that decided me. Shall I go on, my dear ? It ie something that concerns you, too."" "" Go on, if you please."" "" One evening I had retired to my room when I was summoned to assist at the amputation of the leg of a poor unfortunate creature who had been knocked down and run over by some passing vehicle. She was an old woman, with a hard-featured, hag gard face, showing signs of dissipation and want. She was in a half-starved condition and suffering from the effects of drink. After the operation signs of delirium set in, and being somewhat anxious over her, I re turned with the head surgeon, who had per formed the operation, and we held a con sultation over her. He, did not hold out great hopes of her recovery, for her constitu tion was shattered by irregular living. I could not account fop it at the time, but tho case peculiarly interested me. Sights like this were no novelty,; but I could not get the poor wretch out of my mind. So, about midnight, I followed, the strong im pulse upon me, and returned to the accident ward."" Winifred had listened with a quiet in terest so far, her head resting upon the pillows of the chair, her eyes fixed upon the glowing coals, The dramatic gift of the narrator unconsciously framed his gestures and directed his tones, and as unconsciously worked upon his hearer. She lifted her dark eyes to his as he went on. ""The ward wn-s very silent, the lamps were dimly burping, and the night nurse was moving silently among the white-draped beds, the qceupants of which were mostly sleeping. Suddenly through the silence, from the bed where the injured woman lay, rang a cry : "" Ohalk 1"" Winifred started and clasped her hands, but did not interrupt him. "" • Chalk ! ' My heart stood still. I saw a queenly girl, and"" near her another, fair and fragile— Mary. « Chalk I Where is Chalk ?' the woman repeated, and the nurse and I were soon beside her. ' She's been calling for Chalk for the last hour, sir,' said the nurse, ' and I can't pacify her, for who or what Chalk is heaven only knows.' ' Leave her with me,' I said, and the nuise went away and left us. ' ' Chalk, Chalk, Chalk ! ' came from the hot and parched lips. 4 Who said I ill-tre?ted her? She? 'Tis a lie, I say. She never said it, Sold '—did she say I sold her ? Well ?— and if I did, it was to a good man. It was the best day's work I ever did for her — the best, I say — for hadn't I robbed her of a father and mother ?' "" "" She — she was the woman whom I called aunt,"" faltered Winifred. "" She always said she picked me np a deserted infant, and this was not true. Mv mother did not desert me."" "" No, dear sister, our mother loved you too well."" ""Thank God!"" The exclamation was a fervent one, as the passionate earnestness of her tone told. It had been such a bitter thought to her always that her mother had loved her so little she could leave her in a barn to die. Never mind what her mother's faults may have been she could have forgiven all, save that desertion. And not because she had been the baby, but because it was a baby, and her mother its mother. "" She did not desert me,"" repeated Wini fred. "" She did not. I have much to tell — more than I learnt for weeks, for my patient was in a high fever, and beyond the incoherent wanderings of delirium I could learn nothing. She cried out frequently for some letter which she said was stitched in one of her undergarments, and search being made, I found this packet."" He took from his breast as he spoke a soiled packet and handed it to Winifred ; she took it and read the super scription. 1 From Madeline, Mary,' 1 Wife of Charles Hurlington Mason,' 1 To her dear daughter, Madge.' "" The names were those of my father and mother. I took the delirium - tormented woman by the hand and asked in imperative tones. "" Who is this Madge ?"" For an instant her reason returned — her sight became clear and her voice distinct. She lifted her sunken eyes to mine and said, ' Who is Madge — Madge Mason ? God have mercy on my soul ; 'tis Chalk. Her lady mother. Oh, she was a beauty, was Made line Mason, with great black eyes like Chalk's. She left me a heap of money to use for her, but I stole the money amd hid the child. She left a blue parasol behind her that day. I gave it to Chalk ; ask her if I didn't ; find her and ask her. Frank Hunter, of Birming ham, bought her for £10, and when you have found her give her that letter.' She sank back upon the pillow, and murmured, ' Forgive me, Chalk. She would if she saw me now. She was allers tender of heart, was Chalk; proud in the spirit and tender of heart was Chalk.' Clasped her hands as if in supplication, and died. (lo be continued.)",Fiction
